Linux 5.15.0-113-generic (cryptoguard) 	07/17/24 	_x86_64_	(20 CPU)

09:15:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:52      11    2.02    0.00    4.04   68.69    0.00    1.01    0.00    0.00    0.00   24.24
09:15:52      12   26.26    0.00   31.31    0.00    0.00   18.18    0.00    0.00    0.00   24.24
09:15:52      13    4.08    0.00    3.06   10.20    0.00    1.02    0.00    0.00    0.00   81.63
09:15:52      14    1.03    0.00    3.09   35.05    0.00    1.03    0.00    0.00    0.00   59.79
09:15:52      15    6.25    0.00   15.62    0.00    0.00    4.17    0.00    0.00    0.00   73.96
09:15:52      16    7.22    0.00   15.46    0.00    0.00    5.15    0.00    0.00    0.00   72.16
09:15:52      17   10.31    0.00   10.31    0.00    0.00    2.06    0.00    0.00    0.00   77.32
09:15:52      18    8.25    0.00   14.43    0.00    0.00    4.12    0.00    0.00    0.00   73.20
09:15:52      19    5.32    0.00   10.64    0.00    0.00    5.32    0.00    0.00    0.00   78.72

09:15:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:53     all    8.04    0.00   12.89   18.65    0.00    4.69    0.00    0.00    0.00   55.73
09:15:53       0   23.71    0.00   58.76    0.00    0.00   16.49    0.00    0.00    0.00    1.03
09:15:53       1    2.94    0.00    4.90   51.96    0.00    9.80    0.00    0.00    0.00   30.39
09:15:53       2    6.19    0.00    3.09   49.48    0.00    2.06    0.00    0.00    0.00   39.18
09:15:53       3    6.25    0.00    4.17   43.75    0.00    2.08    0.00    0.00    0.00   43.75
09:15:53       4    3.26    0.00    5.43   41.30    0.00    0.00    0.00    0.00    0.00   50.00
09:15:53       5   12.22    0.00   18.89    1.11    0.00    8.89    0.00    0.00    0.00   58.89
09:15:53       6    6.67    0.00    8.89    3.33    0.00    7.78    0.00    0.00    0.00   73.33
09:15:53       7    4.30    0.00   10.75    1.08    0.00    5.38    0.00    0.00    0.00   78.49
09:15:53       8   11.83    0.00   17.20    0.00    0.00    8.60    0.00    0.00    0.00   62.37
09:15:53       9   11.96    0.00   14.13    0.00    0.00    7.61    0.00    0.00    0.00   66.30
09:15:53      10    6.38    0.00   10.64    9.57    0.00    2.13    0.00    0.00    0.00   71.28
09:15:53      11    2.13    0.00    2.13   51.06    0.00    0.00    0.00    0.00    0.00   44.68
09:15:53      12    6.52    0.00    7.61   38.04    0.00    4.35    0.00    0.00    0.00   43.48
09:15:53      13    5.38    0.00    7.53   38.71    0.00    1.08    0.00    0.00    0.00   47.31
09:15:53      14    4.17    0.00    2.08   27.08    0.00    1.04    0.00    0.00    0.00   65.62
09:15:53      15   10.87    0.00   16.30    0.00    0.00    3.26    0.00    0.00    0.00   69.57
09:15:53      16   10.75    0.00   18.28    0.00    0.00    4.30    0.00    0.00    0.00   66.67
09:15:53      17    8.25    0.00   15.46    0.00    0.00    3.09    0.00    0.00    0.00   73.20
09:15:53      18   10.75    0.00   17.20    8.60    0.00    2.15    0.00    0.00    0.00   61.29
09:15:53      19    6.59    0.00   14.29    2.20    0.00    3.30    0.00    0.00    0.00   73.63

09:15:53     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:54     all    9.02    0.00   11.86   22.50    0.00    4.31    0.00    0.00    0.00   52.31
09:15:54       0    6.60    0.00    6.60   52.83    0.00    9.43    0.00    0.00    0.00   24.53
09:15:54       1    4.95    0.00    4.95   56.44    0.00    4.95    0.00    0.00    0.00   28.71
09:15:54       2    3.09    0.00    4.12   11.34    0.00    2.06    0.00    0.00    0.00   79.38
09:15:54       3   13.73    0.00   12.75   66.67    0.00    5.88    0.00    0.00    0.00    0.98
09:15:54       4    6.80    0.00    4.85   33.98    0.00    1.94    0.00    0.00    0.00   52.43
09:15:54       5    9.38    0.00    9.38    0.00    0.00    1.04    0.00    0.00    0.00   80.21
09:15:54       6    7.29    0.00   15.62    0.00    0.00    4.17    0.00    0.00    0.00   72.92
09:15:54       7   23.47    0.00   33.67    0.00    0.00   17.35    0.00    0.00    0.00   25.51
09:15:54       8    8.79    0.00    9.89    0.00    0.00    2.20    0.00    0.00    0.00   79.12
09:15:54       9    5.15    0.00    6.19    0.00    0.00    1.03    0.00    0.00    0.00   87.63
09:15:54      10   22.00    0.00   45.00    0.00    0.00    9.00    0.00    0.00    0.00   24.00
09:15:54      11    6.25    0.00    6.25   31.25    0.00    2.08    0.00    0.00    0.00   54.17
09:15:54      12    8.08    0.00    7.07   10.10    0.00    2.02    0.00    0.00    0.00   72.73
09:15:54      13    7.14    0.00    5.10    6.12    0.00    1.02    0.00    0.00    0.00   80.61
09:15:54      14    5.77    0.00    9.62   11.54    0.00    4.81    0.00    0.00    0.00   68.27
09:15:54      15   10.20    0.00   10.20   22.45    0.00    2.04    0.00    0.00    0.00   55.10
09:15:54      16    6.19    0.00    7.22   51.55    0.00    4.12    0.00    0.00    0.00   30.93
09:15:54      17    7.14    0.00   13.27   39.80    0.00    3.06    0.00    0.00    0.00   36.73
09:15:54      18    9.38    0.00   15.62   33.33    0.00    4.17    0.00    0.00    0.00   37.50
09:15:54      19    9.00    0.00   10.00   16.00    0.00    3.00    0.00    0.00    0.00   62.00

09:15:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:55     all    8.54    0.00   13.01   19.50    0.00    4.01    0.00    0.00    0.00   54.94
09:15:55       0    4.00    0.00    3.00   16.00    0.00    4.00    0.00    0.00    0.00   73.00
09:15:55       1    4.12    0.00    5.15   30.93    0.00    2.06    0.00    0.00    0.00   57.73
09:15:55       2    6.00    0.00    7.00   65.00    0.00    1.00    0.00    0.00    0.00   21.00
09:15:55       3    8.33    0.00    3.12   34.38    0.00    1.04    0.00    0.00    0.00   53.12
09:15:55       4    5.00    0.00    4.00   53.00    0.00    0.00    0.00    0.00    0.00   38.00
09:15:55       5    8.89    0.00   12.22   30.00    0.00    1.11    0.00    0.00    0.00   47.78
09:15:55       6   19.00    0.00   29.00    4.00    0.00   20.00    0.00    0.00    0.00   28.00
09:15:55       7    6.93    0.00   12.87    2.97    0.00    2.97    0.00    0.00    0.00   74.26
09:15:55       8    7.14    0.00   14.29    6.12    0.00    5.10    0.00    0.00    0.00   67.35
09:15:55       9    8.51    0.00   19.15    3.19    0.00    9.57    0.00    0.00    0.00   59.57
09:15:55      10   28.28    0.00   61.62    0.00    0.00   10.10    0.00    0.00    0.00    0.00
09:15:55      11    5.10    0.00    8.16    2.04    0.00    2.04    0.00    0.00    0.00   82.65
09:15:55      12    7.14    0.00    9.18   17.35    0.00    2.04    0.00    0.00    0.00   64.29
09:15:55      13    5.32    0.00    7.45    2.13    0.00    1.06    0.00    0.00    0.00   84.04
09:15:55      14    7.14    0.00   10.20    0.00    0.00    3.06    0.00    0.00    0.00   79.59
09:15:55      15    6.45    0.00   11.83   35.48    0.00    3.23    0.00    0.00    0.00   43.01
09:15:55      16   10.20    0.00   12.24    7.14    0.00    2.04    0.00    0.00    0.00   68.37
09:15:55      17    9.28    0.00   12.37   32.99    0.00    3.09    0.00    0.00    0.00   42.27
09:15:55      18    7.37    0.00    9.47   31.58    0.00    2.11    0.00    0.00    0.00   49.47
09:15:55      19    6.12    0.00    7.14   16.33    0.00    4.08    0.00    0.00    0.00   66.33

09:15:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:15:56     all    8.36    0.00   12.05   18.87    0.00    4.56    0.00    0.00    0.00   56.15
09:15:56       0    6.67    0.00    8.57   15.24    0.00    6.67    0.00    0.00    0.00   62.86
09:15:56       1    7.77    0.00    4.85   47.57    0.00    4.85    0.00    0.00    0.00   34.95
09:15:56       2    7.84    0.00    8.82   53.92    0.00    2.94    0.00    0.00    0.00   26.47
09:15:56       3    4.12    0.00    7.22   35.05    0.00    2.06    0.00    0.00    0.00   51.55
09:15:56       4    4.21    0.00    3.16    9.47    0.00    5.26    0.00    0.00    0.00   77.89
09:15:56       5    8.25    0.00   12.37    0.00    0.00    5.15    0.00    0.00    0.00   74.23
09:15:56       6    7.53    0.00    9.68    0.00    0.00    2.15    0.00    0.00    0.00   80.65
09:15:56       7   16.33    0.00   20.41    0.00    0.00    8.16    0.00    0.00    0.00   55.10
09:15:56       8   10.53    0.00   10.53    8.42    0.00    7.37    0.00    0.00    0.00   63.16
09:15:56       9   12.50    0.00   22.92    4.17    0.00   16.67    0.00    0.00    0.00   43.75
09:15:56      10   18.81    0.00   39.60    9.90    0.00    9.90    0.00    0.00    0.00   21.78
09:15:56      11    3.00    0.00    3.00   17.00    0.00    2.00    0.00    0.00    0.00   75.00
09:15:56      12    3.00    0.00    4.00   20.00    0.00    1.00    0.00    0.00    0.00   72.00
09:15:56      13    2.97    0.00    2.97   25.74    0.00    1.98    0.00    0.00    0.00   66.34
09:15:56      14   11.46    0.00   26.04    0.00    0.00    4.17    0.00    0.00    0.00   58.33
09:15:56      15    5.49    0.00   13.19   14.29    0.00    2.20    0.00    0.00    0.00   64.84
09:15:56      16   10.53    0.00    9.47    2.11    0.00    2.11    0.00    0.00    0.00   75.79
